hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,adr_bin,is_international
Resort Hotel,1,167,2017,March,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,47.45,0,0,0-50,True
City Hotel,1,94,2017,July,0,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,190.0,0,1,150+,True
Resort Hotel,0,217,2017,August,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,Contract,110.8,0,0,101-150,True
City Hotel,1,168,2016,October,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,83,Transient,96.8,0,0,51-100,True
Resort Hotel,1,23,2016,July,1,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,Transient,162.24,0,0,150+,True
Resort Hotel,1,44,2016,July,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,225.8,0,0,150+,True
City Hotel,0,85,2016,November,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,89.7,0,2,51-100,True
Resort Hotel,0,364,2016,October,1,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,3,No Deposit,0,Transient-Party,66.0,0,0,51-100,True
City Hotel,0,186,2016,September,2,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,102.6,0,2,101-150,True
City Hotel,0,18,2016,October,0,1,0,0,BB,PRT,Corporate,Corporate,1,3,19,A,1,No Deposit,0,Transient,67.0,1,0,51-100,True
City Hotel,1,86,2016,January,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,29,Transient,85.0,0,0,51-100,True
City Hotel,0,15,2017,February,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,Transient,108.0,0,1,101-150,True
Resort Hotel,1,86,2017,April,2,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,Transient,195.86,0,0,150+,True
Resort Hotel,1,385,2016,September,0,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,0,Non Refund,0,Transient,66.0,0,0,51-100,True
City Hotel,1,88,2015,September,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,170.0,0,0,150+,True
Resort Hotel,0,195,2016,July,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,134.86,1,1,101-150,True
City Hotel,0,7,2017,February,1,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,102.0,0,1,101-150,True
City Hotel,0,18,2017,May,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,170.0,0,2,150+,True
Resort Hotel,1,226,2015,September,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,251,Transient,55.8,0,0,51-100,True
Resort Hotel,0,39,2016,June,1,2,0,0,BB,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,154.25,0,1,150+,True
Resort Hotel,0,0,2017,February,0,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,60.0,0,1,51-100,True
City Hotel,0,6,2016,October,1,2,0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,149.0,0,2,101-150,True
City Hotel,0,63,2015,October,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,72.25,0,3,51-100,True
Resort Hotel,0,50,2015,December,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,156,Transient,57.04,0,0,51-100,True
City Hotel,0,4,2016,January,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,1,No Deposit,38,Transient-Party,59.0,0,0,51-100,True
City Hotel,0,222,2017,June,2,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,Transient,126.9,1,3,101-150,True
City Hotel,0,114,2017,February,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,78.0,0,0,51-100,True
City Hotel,1,28,2015,August,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,62.0,0,0,51-100,True
Resort Hotel,0,1,2017,May,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,109.5,1,2,101-150,True
Resort Hotel,0,28,2017,April,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,1,No Deposit,240,Transient-Party,165.0,1,0,150+,True
City Hotel,0,111,2016,June,2,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient-Party,109.65,0,1,101-150,True
City Hotel,1,39,2015,September,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,250.0,0,0,150+,True
Resort Hotel,0,45,2016,November,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient,52.4,0,0,51-100,True
City Hotel,1,349,2016,October,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,58,Transient-Party,90.0,0,0,51-100,True
City Hotel,0,87,2017,March,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,60.98,0,1,51-100,True
Resort Hotel,0,36,2015,October,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,147,Transient,41.33,0,1,0-50,True
Resort Hotel,0,0,2016,February,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,3,A,0,No Deposit,0,Transient,30.0,0,0,0-50,True
Resort Hotel,0,0,2016,March,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,45.0,0,0,0-50,True
Resort Hotel,0,72,2016,October,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,3,No Deposit,240,Transient,43.8,1,1,0-50,True
Resort Hotel,1,248,2016,December,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,55.8,0,0,51-100,True
City Hotel,1,221,2016,June,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,3,Transient,80.0,0,0,51-100,True
City Hotel,1,149,2016,June,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,129.0,0,0,101-150,True
City Hotel,0,37,2015,December,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,B,0,No Deposit,14,Transient,78.85,0,1,51-100,True
City Hotel,0,91,2017,March,1,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,0,No Deposit,14,Transient,79.2,0,0,51-100,True
City Hotel,0,9,2015,December,0,2,0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,142.67,0,1,101-150,True
Resort Hotel,0,201,2016,August,3,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,315,Transient,116.1,0,1,101-150,True
City Hotel,0,13,2017,February,0,1,0,0,SC,ITA,Direct,Direct,1,0,1,A,1,No Deposit,14,Transient,88.0,0,0,51-100,True
Resort Hotel,0,30,2016,March,1,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,38,Transient-Party,65.4,0,0,51-100,True
City Hotel,0,1,2015,August,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,95.0,0,2,51-100,True
Resort Hotel,0,84,2017,February,0,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,0,No Deposit,314,Transient,41.6,0,0,0-50,True
City Hotel,1,178,2017,July,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,68.61,0,1,51-100,True
City Hotel,0,81,2017,March,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,Transient,97.2,0,1,51-100,True
Resort Hotel,0,4,2017,January,0,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,168,Transient-Party,100.0,0,1,51-100,True
City Hotel,0,2,2015,August,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,0,No Deposit,0,Transient,67.5,0,2,51-100,True
City Hotel,1,447,2016,September,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
Resort Hotel,0,69,2015,October,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient,40.05,0,1,0-50,True
City Hotel,0,100,2016,May,2,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,D,2,No Deposit,9,Transient,164.9,0,1,150+,True
City Hotel,0,6,2015,August,3,1,0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,85.63,0,2,51-100,True
City Hotel,0,114,2017,February,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,78.0,0,0,51-100,True
City Hotel,1,348,2017,June,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,6,Transient,90.0,0,0,51-100,True
City Hotel,0,49,2016,March,1,2,0,0,SC,NLD,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,138,Transient,62.8,0,0,51-100,True
City Hotel,1,270,2016,April,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,21,Transient-Party,62.8,0,0,51-100,True
Resort Hotel,1,112,2017,May,2,2,0,0,BB,CHE,Direct,Direct,0,0,0,F,0,No Deposit,250,Transient,112.5,0,0,101-150,True
City Hotel,0,4,2017,April,0,2,0,0,SC,GBR,Online TA,Direct,0,0,0,A,0,No Deposit,0,Transient,130.0,0,0,101-150,True
Resort Hotel,0,50,2016,March,0,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,Transient,125.0,0,0,101-150,True
City Hotel,0,72,2017,February,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,90.1,0,2,51-100,True
City Hotel,1,159,2017,May,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,160.5,0,2,150+,True
City Hotel,0,0,2016,May,1,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,A,0,No Deposit,0,Transient-Party,95.0,0,0,51-100,True
City Hotel,1,50,2016,March,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,65.0,0,0,51-100,True
Resort Hotel,0,14,2016,August,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,0,No Deposit,241,Transient,170.43,0,1,150+,True
City Hotel,0,265,2016,June,0,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,115.0,0,1,101-150,True
Resort Hotel,1,287,2016,August,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,D,0,Non Refund,0,Transient,128.0,0,0,101-150,True
City Hotel,1,10,2016,December,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,90.33,0,0,51-100,True
City Hotel,1,31,2016,August,0,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,130.5,0,1,101-150,True
City Hotel,1,260,2015,September,0,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,1,Non Refund,6,Transient-Party,80.0,0,0,51-100,True
City Hotel,0,20,2017,July,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,5,A,0,No Deposit,0,Transient,65.0,0,0,51-100,True
City Hotel,1,17,2015,December,2,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,0,No Deposit,0,Transient,101.5,0,2,101-150,True
City Hotel,1,171,2017,August,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,130.5,0,0,101-150,True
City Hotel,0,2,2016,January,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,0,No Deposit,0,Transient-Party,0.0,0,0,,True
City Hotel,0,149,2017,July,0,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,81.4,0,0,51-100,True
City Hotel,1,2,2017,March,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,108.0,0,0,101-150,True
City Hotel,0,164,2017,August,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,139.5,0,2,101-150,True
City Hotel,0,2,2015,August,1,1,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,0,No Deposit,37,Transient-Party,65.0,0,2,51-100,True
City Hotel,1,74,2017,February,0,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,79.2,0,0,51-100,True
City Hotel,0,33,2017,May,1,2,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,144.0,0,0,101-150,True
Resort Hotel,1,312,2017,March,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,298,Transient-Party,30.0,0,0,0-50,True
City Hotel,0,174,2017,July,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,147.9,0,0,101-150,True
City Hotel,0,10,2015,August,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,0,No Deposit,9,Contract,153.0,0,0,150+,True
City Hotel,0,41,2016,June,1,2,2,0,BB,TMP,Online TA,TA/TO,0,0,0,F,1,No Deposit,9,Transient,189.9,1,3,150+,True
City Hotel,1,34,2017,February,2,2,0,0,SC,TZA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,80.0,0,0,51-100,True
Resort Hotel,1,98,2016,September,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,120.25,0,0,101-150,True
City Hotel,0,31,2017,March,1,3,0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,158.0,0,1,150+,True
City Hotel,1,134,2017,February,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,30,Transient-Party,75.0,0,0,51-100,True
City Hotel,0,21,2017,March,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,21,Transient-Party,78.0,0,0,51-100,True
City Hotel,0,84,2016,April,2,3,0,0,HB,FRA,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,179.91,1,1,150+,True
City Hotel,1,170,2017,August,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,175.5,0,0,150+,True
City Hotel,1,134,2016,July,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,0,No Deposit,14,Transient,97.75,0,0,51-100,True
City Hotel,0,77,2016,August,0,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,108.65,0,2,101-150,True
City Hotel,0,25,2015,December,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,10,Transient,69.0,0,0,51-100,True
City Hotel,1,122,2017,January,2,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,103.7,0,1,101-150,True
City Hotel,0,22,2016,November,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,104.0,0,1,101-150,True
City Hotel,1,50,2017,February,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,95.4,0,1,51-100,True
City Hotel,1,40,2016,March,2,3,0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,131.4,0,0,101-150,True
City Hotel,1,75,2015,November,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,72.25,0,2,51-100,True
City Hotel,0,248,2016,October,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,83.38,0,2,51-100,True
City Hotel,0,74,2016,December,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,Transient,75.0,0,0,51-100,True
City Hotel,1,55,2015,August,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,62.0,0,0,51-100,True
City Hotel,1,88,2016,December,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,93.6,0,0,51-100,True
Resort Hotel,0,364,2016,October,0,1,0,1,BB,PRT,Groups,Corporate,0,0,0,A,2,No Deposit,0,Transient-Party,60.0,0,0,51-100,True
City Hotel,1,74,2015,September,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,6,Transient-Party,101.5,0,0,101-150,True
Resort Hotel,0,55,2015,July,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,147,Transient-Party,75.44,0,1,51-100,True
City Hotel,1,53,2016,April,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,123.3,0,0,101-150,True
Resort Hotel,1,186,2017,July,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,Transient,244.0,0,0,150+,True
Resort Hotel,0,61,2017,June,2,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,99.25,0,2,51-100,True
City Hotel,1,56,2017,March,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,86,Transient,85.0,0,0,51-100,True
Resort Hotel,0,37,2017,July,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,196,Transient,190.0,0,0,150+,True
Resort Hotel,1,101,2017,May,2,2,2,0,BB,CN,Online TA,TA/TO,0,0,0,G,1,No Deposit,240,Transient,155.0,0,0,150+,True
City Hotel,0,148,2016,October,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,118.8,0,3,101-150,True
City Hotel,0,117,2016,November,2,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,79.2,0,0,51-100,True
City Hotel,1,235,2016,May,0,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,C,0,No Deposit,9,Transient,112.0,0,1,101-150,True
City Hotel,1,262,2015,July,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1,Contract,62.0,0,0,51-100,True
Resort Hotel,0,138,2015,December,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,25.11,0,2,0-50,True
City Hotel,1,56,2016,June,0,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,0,No Deposit,191,Transient-Party,120.0,0,0,101-150,True
City Hotel,0,7,2017,February,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,91.8,0,0,51-100,True
City Hotel,0,16,2017,August,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,210.0,0,0,150+,True
City Hotel,1,301,2016,November,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,20,Transient,52.0,0,0,51-100,True
City Hotel,1,262,2017,May,0,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,157.5,0,2,150+,True
City Hotel,0,46,2015,August,1,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,62.0,0,1,51-100,True
Resort Hotel,1,88,2017,April,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,96,Transient,72.0,0,1,51-100,True
Resort Hotel,0,5,2017,February,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,55.0,1,1,51-100,True
City Hotel,1,276,2017,February,0,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,0,No Deposit,9,Transient,153.9,0,0,150+,True
Resort Hotel,0,8,2016,December,2,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,Transient,31.8,0,1,0-50,True
City Hotel,0,31,2016,March,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,117.3,0,0,101-150,True
City Hotel,0,5,2016,October,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,9,A,0,No Deposit,0,Transient,65.0,0,1,51-100,True
Resort Hotel,1,90,2016,December,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,Transient,82.0,0,0,51-100,True
Resort Hotel,0,73,2015,September,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,1,No Deposit,240,Transient,153.0,0,0,150+,True
City Hotel,0,154,2016,September,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,126.9,0,3,101-150,True
City Hotel,1,337,2015,September,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1,Transient-Party,62.0,0,0,51-100,True
Resort Hotel,0,1,2016,June,0,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient-Party,131.0,0,0,101-150,True
City Hotel,1,41,2017,February,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,75.0,0,0,51-100,True
Resort Hotel,0,218,2017,August,2,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,171,Transient,135.9,0,1,101-150,True
City Hotel,0,149,2017,July,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,7,Transient,85.93,0,0,51-100,True
City Hotel,0,118,2016,May,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient-Party,107.95,0,0,101-150,True
City Hotel,0,85,2017,January,0,1,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,79.2,0,2,51-100,True
Resort Hotel,1,383,2016,October,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,315,Transient-Party,48.0,0,0,0-50,True
Resort Hotel,0,44,2017,June,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,Transient,130.0,0,1,101-150,True
Resort Hotel,0,63,2015,July,2,3,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,105,Transient,196.54,0,1,150+,True
City Hotel,1,18,2016,June,2,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,114.0,0,0,101-150,True
City Hotel,0,72,2015,September,0,1,0,0,HB,LUX,Groups,TA/TO,0,0,0,A,0,No Deposit,30,Transient-Party,98.0,0,0,51-100,True
City Hotel,1,341,2015,September,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient-Party,62.0,0,0,51-100,True
City Hotel,0,0,2016,May,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,141.0,0,1,101-150,True
City Hotel,0,457,2017,August,0,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,6,Transient-Party,122.4,0,1,101-150,True
City Hotel,1,164,2017,May,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,160.0,0,0,150+,True
Resort Hotel,0,0,2015,December,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,49.07,0,3,0-50,True
City Hotel,1,67,2017,March,0,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,106.2,0,0,101-150,True
City Hotel,0,343,2017,April,2,2,1,0,BB,ITA,Direct,Direct,0,0,0,G,1,No Deposit,0,Transient,213.3,0,2,150+,True
City Hotel,0,51,2017,June,2,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,E,0,No Deposit,9,Transient,200.0,0,2,150+,True
Resort Hotel,1,33,2017,August,2,2,1,0,HB,PRT,Direct,Direct,0,0,0,E,1,No Deposit,0,Transient,323.0,0,0,150+,True
City Hotel,1,23,2016,February,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,79.0,0,1,51-100,True
City Hotel,0,140,2015,November,0,2,0,0,BB,LUX,Groups,TA/TO,0,0,0,A,1,No Deposit,29,Transient-Party,75.0,0,0,51-100,True
Resort Hotel,0,44,2015,July,0,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,D,1,No Deposit,242,Transient,167.69,0,1,150+,True
City Hotel,0,52,2016,August,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,99.0,0,0,51-100,True
City Hotel,0,23,2016,April,0,1,0,0,SC,POL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,89.0,0,0,51-100,True
City Hotel,0,36,2015,October,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,96.3,0,1,51-100,True
City Hotel,0,15,2016,February,1,2,0,0,BB,AUT,Corporate,Corporate,0,0,0,E,2,No Deposit,0,Transient-Party,97.0,0,0,51-100,True
Resort Hotel,0,24,2015,November,3,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,2,No Deposit,334,Transient-Party,40.0,0,0,0-50,True
Resort Hotel,0,45,2017,July,2,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,1,No Deposit,240,Transient,210.0,1,1,150+,True
City Hotel,1,160,2015,December,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,70.0,0,0,51-100,True
City Hotel,1,162,2017,May,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,3,Transient,80.0,0,0,51-100,True
City Hotel,0,49,2016,March,0,1,0,0,BB,COL,Online TA,TA/TO,0,0,0,D,0,No Deposit,7,Transient,67.22,0,1,51-100,True
Resort Hotel,0,34,2017,March,2,2,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,464,Transient,66.0,0,0,51-100,True
City Hotel,0,20,2015,July,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,62.0,0,0,51-100,True
Resort Hotel,1,51,2016,July,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,2,No Deposit,240,Transient,163.8,0,0,150+,True
City Hotel,1,101,2016,July,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,123.3,0,0,101-150,True
Resort Hotel,0,0,2016,February,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,77.0,0,1,51-100,True
City Hotel,1,195,2016,August,0,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,89.25,0,1,51-100,True
City Hotel,1,143,2015,July,2,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,9,Transient,68.0,0,2,51-100,True
